368,20795,31,,,37,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3424983,3293276,15-Jun-14,PC,1,Ea,204,93437,,0,150157,222251,228157,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3677409,3548536,9-Oct-14,PC,1,EA,204,97341,,0,156358,231825,237912,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2684070,2527253,27-Jul-13,PC,550,Ea,207,56606,91320,0,69679,191057,196288,207,57,,,550,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3365393,3236176,22-May-14,PC,19,Ea,20795,92597,,0,148843,220172,226055,20795,25,,,19,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2735232,2574336,10-Aug-13,PC,1,Ea,209,32843,93074,2,38332,194090,199457,209,57,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3395645,3265238,5-Jun-14,PC,165,HRS,20795,93055,,0,149526,221192,227080,20795,31,,,165,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4630923,4539832,6-May-15,PC,1,Ea,204,107653,,0,169840,257833,264280,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4114807,4003611,20-Dec-14,PC,28,Ea,20795,101593,,0,161774,242461,248649,20795,25,,,28,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2684354,2527395,27-Jul-13,PC,108,Ea,209,32844,92235,1,38347,192762,198069,209,57,,,108,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3154731,3025873,9-Feb-14,PC,3.8,WK,20795,88798,,0,143130,212649,218338,20795,25,,,3.8,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2735168,2574304,10-Aug-13,PC,157,Ea,209,32842,92233,3,38324,192737,198044,209,57,,,157,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5858087,5795473,20-Jan-16,PC,26,Ea,20795,120058,,0,185776,291068,297832,20795,25,,,26,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3582599,3452441,17-Aug-14,PC,50,Ea,204,95826,,,153715,227411,233371,204,59,,,50,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2878958,2728365,17-Oct-13,PC,1,Ea,204,83963,,0,133864,202527,207909,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2660054,2503247,19-Jul-13,PC,205,Ea,207,32840,91306,1,38315,190997,196228,207,57,,,205,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2861742,2712344,10-Oct-13,PC,4.2,WK,20795,83602,,0,133261,201781,207163,20795,25,,,4.2,0,0,
